label_main_id,name,width,height,cell_spacing,left_margin,top_margin,bottom_margin,right_margin
AveryA4,C2376 Marbled Paper,210.1,296.9,0,0,0,,
AveryA4,C2377 Marbled Paper,210.1,296.9,0,0,0,,
AveryA4,C2378 A4 Colour Laser Paper,210.1,296.9,0,0,0,,
AveryA4,C2379 A4 Bright White,210.1,296.9,0,0,0,,
AveryA4,C2410 avery Self-Laminating Card,81.5,50.0,0,4.21,1.2,,
AveryA4,C2420 Avery Self-Laminating Bookmark,38.1,178.1,2,1.18,0.63,,
AveryA4,C2546 Windows Decals,210.1,296.9,0,0,0,,
AveryA4,C2547 Fantastic Plastic,210.1,296.9,0,0,0,,
AveryA4,C2651 Avery Inkjet Mini Label,38.1,21.1,0.1,0.18,0.43,,
AveryA4,C6353 Photo Quality Gloss 4*6 Cards,152.4,101.6,0,0,0,,
AveryA4,C9146 Photo Quality Label (Full Page),210.1,296.9,0,0,0,,
AveryA4,C9151 Photo Quality Label,30.0,40.1,0.3,0.59,1.12,,
AveryA4,C9169 Photo Quality Label (4 Per Page),138.9,99.1,0,0.37,0.18,,
AveryA4,C9312 Clean Edge (TM) Business Card,85.1,54.1,0.23,0.67,1.24,,
AveryA4,C9351 Photo Quality Gloss A5 Greeting Card,148.6,210.1,0,0,0,,
AveryA4,C9352 Greeting Cards Glossy A6,82.5,120.6,0,0.88,1,,
AveryA4,C9353 Photo Quality Gloss Postcard,146.6,110.5,0,1.25,1.25,,
AveryA4,C9354 Photo Quality Gloss Business Card,80.5,50.8,0.18,0.88,1.35,,
AveryA4,C9355 Post Cards,148.1,104.9,0,1.22,1.42,,
AveryA4,C9356 Photo Quality A4 Card Sheet,210.1,296.9,0,0,0,,
AveryA4,C9362 Business Cards Glossy,85.1,54.1,0.39,0.59,0.53,,
AveryA4,C9372 Photo Paper Glossy 9*13,129.5,89.9,0.12,0.69,0.49,,
AveryA4,C9373 Photo Gloss Paper,150.1,100.1,0,1.18,0.95,,
AveryA4,C9374 Photo Quality Glossy Inkhet Card,180.1,129.5,0,0.59,0.69,,
AveryA4,C9405 Avery T-Shirt Transfer Sheets,210.1,296.9,0,0,0,,
AveryA4,C9406 Avery T-Shirt Transfer Sheets,210.1,296.9,0,0,0,,
AveryA4,C9430 Photo Quality Glossy A4 Inkjet Paper,210.1,296.9,0,0,0,,
AveryA4,C9431 Photo Quality Glossy Paper-160gsm,210.1,296.9,0,0,0,,
AveryA4,C9433 Inkjet Glossy Double Sided Paper,210.1,296.9,0,0,0,,
AveryA4,C9434 Photo Cards Glossy,210.1,296.9,0,0,0,,
AveryA4,C9612 CD-R Business Card,84.1,55.9,0.47,0.59,0.93,,
AveryA4,C9660 Full Face CD/DVD Labels,117.1,117.1,0,1.83,0.85,,
AveryA4,COPT210 Copier Transparency,210.1,296.9,0,0,0,,
AveryA4,IJT310 Inkjet Transparency-90 microns,210.1,296.9,0,0,0,,
AveryA4,ILT311 Inkjet Transparency-120 microns,210.1,296.9,0,0,0,,
AveryA4,J400DK 3.5” Diskette -Face Only,70.1,52.1,0,1.38,1.9,,
AveryA4,J400SL 35mm Slide,46.0,11.2,0,0.51,0.71,,
AveryA4,J400VF Video Face,76.2,46.5,0,2.63,0.6,,
AveryA4,J400VS Video Spine,145.0,17.0,0,1.28,0.83,,
AveryA4,J8156 Address,57.9,17.8,0.46,0.25,0.55,,
AveryA4,J8157 Address,64.0,24.4,0.1,0.25,0.55,,
AveryA4,J8158 Address,64.0,26.7,0.1,0.25,0.55,,
AveryA4,J8159 Address,64.0,33.8,0.1,0.25,0.51,,
AveryA4,J8160 Address,63.5,38.1,0.1,0.28,0.6,,
AveryA4,J8161 Address,63.5,46.5,0.1,0.28,0.35,,
AveryA4,J8162 Address,99.1,33.8,0.1,0.18,0.51,,
AveryA4,J8163 Address,99.1,38.1,0.1,0.18,0.6,,
AveryA4,J8164 Address,63.5,71.9,0.1,0.28,0.18,,
AveryA4,J8165 Parcel,99.1,67.8,0.1,0.18,0.51,,
AveryA4,J8166 Parcel,99.1,93.2,0.1,0.18,0.35,,
AveryA4,J8167 Shipping,199.6,289.1,0,0.2,0.16,,
AveryA4,J8168 Shipping,199.6,143.5,0,0.2,0.2,,
AveryA4,J8169 Parcel,138.9,99.1,0,0.37,0.18,,
AveryA4,J8170 Collect\Filing,134.1,10.9,0,1.5,0.65,,
AveryA4,J8171 Lever Arch Labels – White,59.9,199.9,0,1.12,0.2,,
AveryA4,J8173 Address,99.1,56.9,0.1,0.18,0.24,,
AveryA4,J8359 Address,64.0,33.8,0.1,0.25,0.51,,
AveryA4,J8360 Address,63.5,38.1,0.1,0.28,0.6,,
AveryA4,J8361 Address,63.5,46.5,0.1,0.28,0.35,,
AveryA4,J8362 Address,99.1,33.8,0.1,0.18,0.51,,
AveryA4,J8363 Address,99.1,38.1,0.1,0.18,0.6,,
AveryA4,J8364 Address,63.5,71.9,0.1,0.28,0.18,,
AveryA4,J8365 Parcel,99.1,67.8,0.1,0.18,0.51,,
AveryA4,J8366 Parcel,99.1,93.2,0.1,0.18,0.35,,
AveryA4,J8367 Shipping,199.6,289.1,0,0.2,0.16,,
AveryA4,J8368 Shipping,199.6,143.5,0,0.2,0.2,,
AveryA4,J8369 Parcel,138.9,99.1,0,0.37,0.18,,
AveryA4,J8371 Lever Arch,59.9,199.9,0,1.12,0.2,,
AveryA4,J8414 Clean Edge (TM) Business Card,87.1,50.8,0.23,0.59,0.85,,
AveryA4,J8415 Greeting Cards Maxi (A6),107.9,156.0,0,1.59,1.06,,
AveryA4,J8423 Name Card,160.0,43.7,0,0.98,1.22,,
AveryA4,J8431 CD Case Insert – Cover,120.9,120.9,0,1.08,1.75,,
AveryA4,J8432 CD Case Insert – Tray,151.1,117.1,0,1.16,0.89,,
AveryA4,J8433 CD Envelope,124.0,124.0,0,1.69,0.96,,
AveryA4,J8434 Inkjet CD Inserts – Cover Section,120.9,120.9,0,2.34,0.95,,
AveryA4,J8434 Inkjet CD Inserts – Tray Section,151.1,118.1,0,1.16,6.1,,
AveryA4,J8435 CD Case Insert Cover Section,120.9,120.9,0,2.34,0.95,,
AveryA4,J8435 CD Case Insert Tray Section,151.1,118.1,0,1.16,6.1,,
AveryA4,J8436 CD Case Spine Labels,114.3,5.6,0,1.88,0.65,,
AveryA4,J8440 Zip (TM) Disk Card Insert – Panels,98.6,97.0,0.27,1.83,2.22,,
AveryA4,J8560 Clear Address,63.5,38.1,0.1,0.28,0.6,,
AveryA4,J8562 Clear Address,99.1,33.8,0.1,0.18,0.51,,
AveryA4,J8563 Clear Address,99.1,38.1,0.1,0.18,0.6,,
AveryA4,J8565 Clear Parcel,99.1,67.8,0.1,0.18,0.51,,
AveryA4,J8567 Clear A4 Labels,199.6,284.0,0,0.2,0.26,,
AveryA4,J8570 Full Face CD/DVD Labels – Clear Inkjet,117.1,117.1,0,1.83,0.85,,
AveryA4,J8587 Inkjet Transparencies,210.1,296.9,0,0,0,,
AveryA4,J8612 CD-R Business Card,84.1,55.9,0.47,0.59,0.93,,
AveryA4,J8651 Mini Address,38.1,21.1,0.1,0.18,0.43,,
AveryA4,J8654 Miini Address,45.7,25.4,0.1,0.38,0.84,,
AveryA4,J8655 Audio Cassette,88.9,41.9,0.1,0.58,0.89,,
AveryA4,J8656 35 mm Slide,46.0,11.2,0.19,0.24,0.63,,
AveryA4,J8657 35 mm Slide\Small Items,46.0,11.2,0.19,1.23,2.38,,
AveryA4,J8658 Mini Labels – Removable,25.4,9.9,0.1,0.33,0.53,,
AveryA4,J8659 Mini Labels – Ramovable,17.8,9.9,0.1,0.18,0.53,,
AveryA4,J8666 3.5” Diskette – Face Only,70.1,52.1,0.91,0.92,0.73,,
AveryA4,J8667  Mini Disk Label – Face,35.6,52.1,0.14,0.36,0.53,,
AveryA4,J8667 Mini Disk Label – Spine,3.6,52.1,1.4,0.23,0.53,,
AveryA4,J8668 Labels For Zip (TM.) Disk,58.9,51.1,0.1,0.55,0.83,,
AveryA4,J8671 Video Face,76.2,46.5,0.1,1.08,0.37,,
AveryA4,J8674 Video Spine,144.8,17.0,0,1.28,0.51,,
AveryA4,J8676 Full Face CD/DVD Labels,117.1,117.1,0,1.83,0.85,,
AveryA4,J8701 Lever Arch,62.0,192.0,0,0.96,0.35,,
AveryA4,J8702 Lever Arch,39.1,192.0,0,0.47,0.35,,
AveryA4,J8766 3.5” Diskette – Face Only,70.1,52.1,0.91,0.92,0.73,,
AveryA4,J8770 Full Face CD/DVD Labels,117.1,117.1,0,1.83,0.85,,
AveryA4,J8771 Video Face,76.2,46.5,0.1,1.08,0.37,,
AveryA4,J8774 Video Spine,144.8,17.0,0,1.28,0.51,,
AveryA4,J8776 Full Face CD/DVD Labels – Holographi,117.1,117.1,0,1.83,0.85,,
AveryA4,J8777 Full Face CD/DVD Labels – Silver,117.1,117.1,0,1.83,0.85,,
AveryA4,J8778 Full Face CD/DVD Labels – Gold,117.1,117.1,0,1.83,0.85,,
AveryA4,J8867 Printable Magnets – Full Sheet,210.1,296.9,0,0,0,,
AveryA4,J8871 Printable Magnets,78.0,27.9,0.2,0.96,0.89,,
AveryA4,J8875 Printable Magnets,50.0,140.0,0,0.2,0.33,,
AveryA4,J9124 Inkjet Labels- Glossy,178.1,127.0,0,0.63,0.73,,
AveryA4,J40063 Address,99.1,38.1,0,2.18,0.92,,
AveryA4,J40065 Parcel,99.1,67.8,0,0.23,1.59,,
AveryA4,L300DK 3.5” Diskette – Face Only,70.1,52.1,0,1.38,1.9,,
AveryA4,L300SL 35mm Slide,46.0,11.2,0,0.51,0.71,,
AveryA4,L300VF Video Face,76.2,46.5,0,2.63,0.6,,
AveryA4,L300VS Video Spine,145.0,17.0,0,1.28,0.83,,
AveryA4,L6008 Silver Heavy Duty Labels,25.4,9.9,0.1,0.33,0.53,,
AveryA4,L6009 Silver Heavy Duty Labels,45.7,21.1,0.1,0.38,0.84,,
AveryA4,L6011 Silver Heavy Duty Labels,63.5,29.7,0.1,0.28,0.59,,
AveryA4,L6012 Silver Heavy Duty Labels,96.0,50.8,0.1,0.3,0.84,,
AveryA4,L6112 Anti Tamper Labels,40.1,40.1,0.23,0.63,0.53,,
AveryA4,L6113 Anti Tamper Labels,45.7,21.1,0.1,0.38,0.84,,
AveryA4,L6114 Anti Tamper Labels,63.5,29.7,0.1,0.28,0.59,,
AveryA4,L7051 Heavy Duty Labels Mini,38.1,21.1,0.1,0.18,0.43,,
AveryA4,L7060 White Heavy Duty Labels,63.5,38.1,0.1,0.28,0.6,,
AveryA4,L7063 White Heavy Duty Labels,99.1,38.1,0.1,0.18,0.6,,
AveryA4,L7067 White Heavy Duty Labels,209.0,294.9,0,0.02,0.04,,
AveryA4,L7068 White Heavy Duty Labels,199.6,143.5,0,0.2,0.2,,
AveryA4,L7069 White Heavy Duty Labels,138.9,99.1,0,0.37,0.18,,
AveryA4,L7156 Address,57.9,17.8,0.46,0.25,0.55,,
AveryA4,L7157 Address,64.0,24.4,0.1,0.25,0.55,,
AveryA4,L7158 Address,64.0,26.7,0.1,0.25,0.55,,
AveryA4,L7159 Address,64.0,33.8,0.1,0.25,0.51,,
AveryA4,L7160 Address,63.5,38.1,0.1,0.28,0.6,,
AveryA4,L7161 Address,63.5,46.5,0.1,0.28,0.35,,
AveryA4,L7162 Address,99.1,33.8,0.1,0.18,0.51,,
AveryA4,L7163 Address,99.1,38.1,0.1,0.18,0.6,,
AveryA4,L7164 Address,63.5,71.9,0.1,0.28,0.18,,
AveryA4,L7165 Parcel,99.1,67.8,0.1,0.18,0.51,,
AveryA4,L7166 Parcel,99.1,93.2,0.1,0.18,0.35,,
AveryA4,L7167 Shipping,199.6,289.1,0,0.2,0.16,,
AveryA4,L7168 Shipping,199.6,143.5,0,0.2,0.2,,
AveryA4,L7169 Parcel,138.9,99.1,0,0.37,0.18,,
AveryA4,L7170 Eurofolio,134.1,10.9,0,1.5,0.65,,
AveryA4,L7171 Lever Arch – White,59.9,199.9,0,1.12,0.2,,
AveryA4,L7171B Lever Arch Labels – Blue,59.9,199.9,0,1.12,0.2,,
AveryA4,L7171G Lever Arch Labels – Green,59.9,199.9,0,1.12,0.2,,
AveryA4,L7171R Lever Arch Labels – Red,59.9,199.9,0,1.12,0.2,,
AveryA4,L7172 Ring Binder,100.1,30.0,0.1,0.15,0.53,,
AveryA4,L7173 Shipping,99.1,56.9,0.1,0.18,0.24,,
AveryA4,L7176 Labels For 60mm Box File,100.1,40.9,0,0.2,0.75,,
AveryA4,L7177 Address,99.1,42.4,0.1,0.18,0.84,,
AveryA4,L7178 Labels For 40mm Box File,101.1,29.0,0,2.15,0.71,,
AveryA4,L7179 Labels For 25mm Box File,111.0,17.0,0,1.95,0.9,,
AveryA4,L7263 Fluorescent Yellow Address,99.1,38.1,0.1,0.18,0.6,,
AveryA4,L7363 Address,99.1,38.1,0.1,0.18,0.6,,
AveryA4,L7400 Suspended Files (Cupboard),138.4,6.3,0,3.12,0.91,,
AveryA4,L7408 Suspended Files (Drawer),277.1,6.3,0,0.39,0.91,,
AveryA4,L7409 Suspension Tab Card Inserts,56.9,15.0,0,0.77,0.83,,
AveryA4,L7410-5 IndexMaker 5 Part – Contents Sheet,91.9,57.4,0,4.13,0.19,,
AveryA4,L7410-5 IndexMaker 5 Part – Labels,55.1,12.7,1.93,1,1.85,,
AveryA4,L7410-6 IndexMaker 6 Part- Contents Sheet,91.9,47.5,0,4.13,0.2,,
AveryA4,L7410-6 IndexMaker 6 Part- Labels,45.0,12.7,2.33,1.2,1.93,,
AveryA4,L7410-10 IndexMaker 10 Part – Contents Sheet,91.9,29.0,0,4.13,0.17,,
AveryA4,L7410-10 IndexMaker 10 Part – Labels,25.4,12.7,0.9,0.78,1.85,,
AveryA4,L7410-12 IndexMaker 12 Part – Contents Sheet,91.9,23.9,0,4.13,0.2,,
AveryA4,L7410-12 IndexMaker 12 Part – Labels,22.1,12.7,0.93,1,1.93,,
AveryA4,L7411-5 ReadyIndex 1-5 Index – Contents Sheet,100.1,57.7,0,4.31,0.17,,
AveryA4,L7411-6 ReadyIndex 1-6 Index – Contents Sheet,100.1,48.0,0,4.31,0.18,,
AveryA4,L7411-10 ReadyIndex 1-10 Index – Contents Sheet,100.1,29.0,0,4.31,0.17,,
AveryA4,L7411-12 ReadyIndex 1-12 Index – Contents Sheet,100.1,23.9,0,4.31,0.2,,
AveryA4,L7411-15 ReadyIndex 1-15 Index -Contents Sheet,100.1,17.3,0,4.31,0.71,,
AveryA4,L7411-20 ReadyIndex 1-20 Index – Contents Sheet,100.1,13.5,0,4.31,0.59,,
AveryA4,L7411-31 ReadyIndex 1-31 Index – Contents Sheet,100.1,8.6,0,4.31,0.59,,
AveryA4,L7411-AZ ReadyIndex A-Z Index – Contents Sheet,100.1,13.5,0,4.31,0.59,,
AveryA4,L7411-JD ReadyIndex Jan-Dec Index – Contents Sheet,100.1,24.1,0,4.31,0.18,,
AveryA4,L7412 -5 Insertable Tab Dividers – 5 Tabs,55.1,12.7,1.96,1,1.86,,
AveryA4,L7412-6 Insertable Tab Dividers – 6 Tabs,47.0,12.7,2.25,1,1.86,,
AveryA4,L7412-8 Insertable Tab Dividers – 8 Tabs,42.9,12.7,2.41,1,1.86,,
AveryA4,L7412-10 Insertable Tab Dividers – 10 Tabs,25.4,12.7,0.9,0.78,1.86,,
AveryA4,L7412-12 Insertable Tab Dividers – 12 Tabs,25.4,12.7,0.9,0.78,1.86,,
AveryA4,L7413 Business Card,89.9,50.8,0,0.59,0.85,,
AveryA4,L7414 Business Card,89.9,52.1,0,0.59,0.73,,
AveryA4,L7415 Business Card,89.9,52.1,0,0.59,0.73,,
AveryA4,L7416 – 5 IndexMaker 5 Part (Unpunched)-Contents Sheet,91.9,57.7,0,4.13,0.17,,
AveryA4,L7416 – 5 IndexMaker 5 Part (Unpunched)-Labels,55.1,12.7,1.93,1,1.85,,
AveryA4,L7416 – 6 IndexMaker 6 Part – Extra Wide -Contents Sheet,91.9,48.0,0,4.13,0.18,,
AveryA4,L7416 – 6 IndexMaker 6 Part – Extra Wide – Labels,45.0,12.7,2.33,1.2,1.93,,
AveryA4,L7416 – 10 IndexMaker 10 Part (Unpunched)- Contents Sheet,91.9,29.0,0,4.13,0.17,,
AveryA4,L7416 – 10 IndexMaker 10 Part (Unpunched)-Labels,25.4,12.7,0.9,0.78,1.85,,
AveryA4,L7416 – 12 IndexMaker 12 Part- Extra Wide – Contents Sheet,91.9,24.1,0,4.13,0.18,,
AveryA4,L7416 – 12 IndexMaker 12 Part Extra Wide – Labels,22.1,12.7,0.93,1,1.93,,
AveryA4,L7417 Business Card,89.9,54.1,0,0.59,0.53,,
AveryA4,L7418 Name Badge,86.1,55.1,0,0.75,1.52,,
AveryA4,L7419 Business Card,89.9,54.1,0,0.59,0.53,,
AveryA4,L7420-5 Direct Print Dividers,13.0,55.4,0,7.56,0.39,,
AveryA4,L7420-6 Direct Print Dividers,13.0,46.2,0,7.56,0.39,,
AveryA4,L7420-8 Direct Print Dividers,13.0,34.5,0,7.56,0.39,,
AveryA4,L7421 Post Card,139.4,97.3,0,0.36,0.3,,
AveryA4,L7422 Suspension Tab Card Inserts,173.0,6.1,0,0.75,2.28,,
AveryA4,L7423 Delegate Card – Embossed,186.9,53.6,0,0.45,0.41,,
AveryA4,L7424 Lever Arch Labels,58.9,192.0,0,1.2,0.35,,
AveryA4,L7425 Lever Arch Labels,34.0,192.0,0,0.49,0.35,,
AveryA4,L7426 Note Card,104.9,139.4,0,0,0.33,,
AveryA4,L7451-5 ReadyIndex 5 Index (Unnumbered) – Contents,100.1,57.7,0,4.31,0.17,,
AveryA4,L7451-10 ReadyIndex 10 Index (Unnumbered)- Contents,100.1,29.0,0,4.31,0.17,,
AveryA4,L7551 Clear Mini Address,38.1,21.1,0.1,0.18,0.43,,
AveryA4,L7552 Clear Mini,55.1,12.7,1.93,1,1.85,,
AveryA4,L7553 Clear Mini,22.1,12.7,0.93,1,1.93,,
AveryA4,L7560 Clear Address,63.5,38.1,0.1,0.28,0.6,,
AveryA4,L7562 Clear Address,99.1,33.8,0.1,0.18,0.51,,
AveryA4,L7563 Clear Address,99.1,38.1,0.1,0.18,0.6,,
AveryA4,L7565 Clear Parcel,99.1,67.8,0.1,0.18,0.51,,
AveryA4,L7567 Clear A4 Labels,199.6,284.0,0,0.2,0.26,,
AveryA4,L7568 Clear A5 Labels,199.6,143.5,0,0.2,0.2,,
AveryA4,L7587 Laser Transparencies,210.1,296.9,0,0,0,,
AveryA4,L7630 Circular,63.5,63.5,0.18,0.21,0.58,,
AveryA4,L7650 Circular,63.5,63.5,0.18,0.21,0.58,,
AveryA4,L7651 Mini Address,38.1,21.1,0.1,0.18,0.43,,
AveryA4,L7651/PF Mini Address,38.1,21.1,0.1,0.18,0.43,,
AveryA4,L7651/YF Mini Address,38.1,21.1,0.1,0.18,0.43,,
AveryA4,L7652 Miini Address,45.7,17.0,0.1,0.38,0.51,,
AveryA4,L7653 Mini,22.1,12.7,0.93,1,1.93,,
AveryA4,L7654 Miini Address,45.7,25.4,0.1,0.38,0.84,,
AveryA4,L7655 Audio Cassette,88.9,41.9,0.1,0.58,0.89,,
AveryA4,L7656 35mm Slide,46.0,11.2,0.19,0.24,0.63,,
AveryA4,L7657 Mini Labels – Removable – Laser,17.8,9.9,0.1,0.18,0.53,,
AveryA4,L7658 Mini Labels – Removable – Laser,25.4,9.9,0.1,0.33,0.53,,
AveryA4,L7663 5.25” Diskette,119.4,33.8,0,1.78,0.53,,
AveryA4,L7664 3.5” Diskette – Wraparound,70.1,71.9,1.34,0.71,0.18,,
AveryA4,L7665 Mini Data Cartridge,71.9,21.1,0.87,0.87,0.85,,
AveryA4,L7666 3.5” Diskette – Face Only,70.1,52.1,0.91,0.92,0.73,,
AveryA4,L7667 Standard Data Cartridge,133.1,29.7,0,1.52,0.6,,
AveryA4,L7668 Labels For Zip (TM) Disk,58.9,51.1,0.1,0.55,0.83,,
AveryA4,L7669 Labels For SuperDisk (TM),54.1,61.0,0.94,1.54,0.93,,
AveryA4,L7670 Circular – Fluorescent Yellow,63.5,63.5,0.18,0.21,0.58,,
AveryA4,L7671 Video Face,76.2,46.5,0.1,1.08,0.37,,
AveryA4,L7674 Video Spine,144.8,17.0,0,1.28,0.51,,
AveryA4,L7675 4mm Data Cartridge,61.5,35.1,0.1,0.4,1.02,,
AveryA4,L7676 Full Face CD/ DVD Labels – Black & White,117.1,117.1,0,1.83,0.85,,
AveryA4,L7680 Mini Address – Gold,38.1,21.1,0.1,0.18,0.43,,
AveryA4,L7701 Lever Arch,62.0,192.0,0,0.96,0.35,,
AveryA4,L7702 Lever Arch,39.1,192.0,0,0.47,0.35,,
AveryA4,L7760 Full Face CD/DVD Labels-Colour Laser,117.1,117.1,0,1.83,0.85,,
AveryA4,L7765 Presentation/Photo- Glossy Colour Laser,99.1,67.8,0.1,0.18,0.51,,
AveryA4,L7767 Presentation/Photo- Glossy Colour Laser,209.0,294.9,0,0.02,0.04,,
AveryA4,L7768 Presentation/Photo – Glossy Colour Laser,199.6,143.5,0,0.2,0.2,,
AveryA4,L7769 Presentation/Photo – Glossy Colour Laser,138.9,99.1,0,0.37,0.18,,
AveryA4,L7901 Organizer Page,95.0,169.9,0,0,0,,
AveryA4,L7902 Organizer Page (A5),148.6,210.1,0,0,0,,
AveryA4,L7905 Compliment Slip,210.1,93.0,0,0,0.35,,
AveryA4,L30063 Address,99.1,38.1,0,2.18,0.92,,
AveryA4,L30065 Parcel,99.1,67.8,0,0.23,1.59,,
AveryA4,LPT110 Laser/Copier Transparency-100micron,210.1,296.9,0,0,0,,
AveryA4,LPT111 Laser/Copier Transparency-100micron,210.1,296.9,0,0,0,,
Avery A4/Asia,C2412 Laminated Cards-Large,122.9,85.1,0.55,0.73,0.71,,
Avery A4/Asia,C2413 Laminated Cards,90.9,59.9,0,4.21,0.81,,
Avery A4/Asia,C2414 Laminated Cards,81.5,50.0,0,4.21,0.73,,
Avery A4/Asia,C2546 Windows Decals,210.1,296.9,0,0,0,,
Avery A4/Asia,C2547 Fantastic Plastic,210.1,296.9,0,0,0,,
Avery A4/Asia,C9167 A4 Sheet,199.6,289.1,0,0.2,0.16,,
Avery A4/Asia,C9169 Glossy Photo Quality Labels,138.9,99.1,0,0.37,0.18,,
Avery A4/Asia,C9356 Photo Quality A4 Card Sheet,210.1,296.9,0,0,0,,
Avery A4/Asia,C24412 Laminated Cards-Large,122.9,85.1,0,0.49,0.95,,
Avery A4/Asia,C25446 A5 Sheet,148.1,210.1,0,0,0,,
Avery A4/Asia,C25447 A5 Sheet,148.1,210.1,0,0,0,,
Avery A4/Asia,C91131 Business Cards,90.9,55.1,0,0.55,0.43,,
Avery A4/Asia,C91149 Business Cards,90.9,55.1,0.32,0.59,0.98,,
Avery A4/Asia,J2356 A4 Sheet,210.1,296.9,0,0,0,,
Avery A4/Asia,J8359 Address,64.0,33.8,0.1,0.25,0.51,,
Avery A4/Asia,J8360 Address,63.5,38.1,0.1,0.28,0.6,,
Avery A4/Asia,J8361 Address,63.5,46.5,0.1,0.28,0.35,,
Avery A4/Asia,J8362 Address,99.1,33.8,0.1,0.18,0.51,,
Avery A4/Asia,J8363 Address,99.1,38.1,0.1,0.18,0.6,,
Avery A4/Asia,J8365 Address,99.1,67.8,0.1,0.18,0.51,,
Avery A4/Asia,J8367 Shipping A4,199.6,289.1,0,0.2,0.16,,
Avery A4/Asia,J8368 Shipping A5,199.6,143.5,0,0.2,0.2,,
Avery A4/Asia,J8369 Parcel,138.9,99.1,0,0.37,0.18,,
Avery A4/Asia,J8371 Lever Arch,59.9,199.9,0,1.12,0.2,,
Avery A4/Asia,J8751 Mini Address,38.1,21.1,0.1,0.18,0.43,,
Avery A4/Asia,J8756 35mm Slide,46.0,11.2,0.19,0.24,0.63,,
Avery A4/Asia,J8766 3.5” Diskette,70.1,52.1,0.91,0.92,0.73,,
Avery A4/Asia,J8771 Video Face,76.2,46.5,0.1,1.08,0.37,,
Avery A4/Asia,J8774 Video Spine,144.8,17.0,0,1.28,0.51,,
Avery A4/Asia,J21013 Business Cards,90.9,55.1,0,0.55,0.43,,
Avery A4/Asia,J21015 Business Cards,90.9,55.1,0,0.55,0.43,,
Avery A4/Asia,J21016 Business Cards,90.9,55.1,0,0.55,0.43,,
Avery A4/Asia,J21031 Business Cards,90.9,55.1,0.32,0.59,0.98,,
Avery A4/Asia,J21033 Business Cards,90.9,55.1,0,0.55,0.43,,
Avery A4/Asia,J21131 Business Cards,90.9,55.1,0,0.55,0.43,,
Avery A4/Asia,J21141 Greeting Cards,104.9,148.6,0,0,0,,
Avery A4/Asia,J21149 Business Cards,90.9,55.1,0.32,0.59,0.98,,
Avery A4/Asia,J88911 Address,88.9,48.0,0.08,0.39,0.98,,
Avery A4/Asia,J88915 Address,83.8,42.4,0.15,0.76,0.85,,
Avery A4/Asia,J88919 Address,86.4,42.4,0,0.73,0.83,,
